metro,state_code,metro_state_code,count,company_1_id,company_1_name,company_1_website,company_1_industry,company_1_linkedin_url,company_1_count,company_2_id,company_2_name,company_2_website,company_2_industry,company_2_linkedin_url,company_2_count,company_3_id,company_3_name,company_3_website,company_3_industry,company_3_linkedin_url,company_3_count,company_4_id,company_4_name,company_4_website,company_4_industry,company_4_linkedin_url,company_4_count,company_5_id,company_5_name,company_5_website,company_5_industry,company_5_linkedin_url,company_5_count,company_6_id,company_6_name,company_6_website,company_6_industry,company_6_linkedin_url,company_6_count,company_7_id,company_7_name,company_7_website,company_7_industry,company_7_linkedin_url,company_7_count,company_8_id,company_8_name,company_8_website,company_8_industry,company_8_linkedin_url,company_8_count,company_9_id,company_9_name,company_9_website,company_9_industry,company_9_linkedin_url,company_9_count,company_10_id,company_10_name,company_10_website,company_10_industry,company_10_linkedin_url,company_10_count
"trenton, new jersey",NJ,"Trenton, NJ",185904,princeton-university,princeton university,princeton.edu,higher education,linkedin.com/company/princeton-university,4153,bristol-myers-squibb,bristol-myers squibb,bms.com,pharmaceuticals,linkedin.com/company/bristol-myers-squibb,2768,state-of-new-jersey,state of new jersey,state.nj.us,government administration,linkedin.com/company/state-of-new-jersey,1804,educational-testing-service-ets,educational testing service (ets),ets.org,education management,linkedin.com/company/educational-testing-service-ets,1238,merrilllynch,merrill lynch,ml.com,financial services,linkedin.com/company/merrilllynch,740,bank-of-america,bank of america,bankofamerica.com,banking,linkedin.com/company/bank-of-america,715,the-college-of-new-jersey,the college of new jersey,tcnj.edu,higher education,linkedin.com/company/the-college-of-new-jersey,621,amazon,amazon,amazon.com,internet,linkedin.com/company/amazon,574,johnson-&-johnson,johnson & johnson,jnj.com,hospital & health care,linkedin.com/company/johnson-&-johnson,443,penn-medicine-princeton-health,penn medicine princeton health,princetonhcs.org,hospital & health care,linkedin.com/company/penn-medicine-princeton-health,348
"tucson, arizona",AZ,"Tucson, AZ",477130,uarizona,the university of arizona,arizona.edu,higher education,linkedin.com/company/uarizona,11378,raytheon,raytheon,raytheon.com,defense & space,linkedin.com/company/raytheon,4062,united-states-air-force,united states air force,airforce.com,defense & space,linkedin.com/company/united-states-air-force,2985,tusd,tucson unified school district (tusd1.org),tusd1.org,education management,linkedin.com/company/tusd,2979,banner-health,banner health,bannerhealth.com,hospital & health care,linkedin.com/company/banner-health,2879,pima-county,pima county,pima.gov,government administration,linkedin.com/company/pima-county,2478,raytheonmissilesanddefense,raytheon missiles & defense,raytheonmissilesanddefense.com,defense & space,linkedin.com/company/raytheonmissilesanddefense,2048,city-of-tucson,city of tucson,tucsonaz.gov,government administration,linkedin.com/company/city-of-tucson,1821,pima-community-college,pima community college,pima.edu,higher education,linkedin.com/company/pima-community-college,1804,tucson-medical-center,tucson medical center,tmcaz.com,hospital & health care,linkedin.com/company/tucson-medical-center,1535
"tulsa, oklahoma",OK,"Tulsa, OK",467140,tulsa-public-schools,tulsa public schools,tulsaschools.org,education management,linkedin.com/company/tulsa-public-schools,3374,saint-francis-health-system,saint francis health system,saintfrancis.com,hospital & health care,linkedin.com/company/saint-francis-health-system,2400,hillcrest-healthcare-system,hillcrest healthcare system,hillcrest.com,hospital & health care,linkedin.com/company/hillcrest-healthcare-system,2223,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,2085,american-airlines,american airlines,aa.com,airlines/aviation,linkedin.com/company/american-airlines,2082,bok-financial,bok financial,bokf.com,banking,linkedin.com/company/bok-financial,1403,tulsa-community-college,tulsa community college,tulsace.edu,higher education,linkedin.com/company/tulsa-community-college,1399,cityoftulsagov,city of tulsa,cityoftulsa.org,government relations,linkedin.com/company/cityoftulsagov,1323,university-of-tulsa,university of tulsa,utulsa.edu,higher education,linkedin.com/company/university-of-tulsa,1151,oneok,oneok,oneok.com,oil & energy,linkedin.com/company/oneok,1090
"tuscaloosa, alabama",AL,"Tuscaloosa, AL",92422,university-of-alabama,the university of alabama,ua.edu,higher education,linkedin.com/company/university-of-alabama,5663,dch-health-system,dch health system,dchsystem.com,hospital & health care,linkedin.com/company/dch-health-system,965,tcsboardofed,tuscaloosa city schools,tuscaloosacityschools.com,education management,linkedin.com/company/tcsboardofed,634,mercedes-benz-usa,mercedes-benz usa,mbusa.com,automotive,linkedin.com/company/mercedes-benz-usa,354,mercedesbenzusi,"mercedes-benz u.s. international, inc.",mbusi.com,automotive,linkedin.com/company/mercedesbenzusi,314,tuscaloosacity,city of tuscaloosa,tuscaloosa.com,government administration,linkedin.com/company/tuscaloosacity,302,mississippi-state-university,mississippi state university,msstate.edu,higher education,linkedin.com/company/mississippi-state-university,261,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,229,department-of-veterans-affairs,u.s. department of veterans affairs,va.gov,government administration,linkedin.com/company/department-of-veterans-affairs,222,shelton-state-community-college,shelton state community college,sheltonstate.edu,higher education,linkedin.com/company/shelton-state-community-college,176
"twin falls, idaho",ID,"Twin Falls, ID",29368,stlukeshealthsystem,st. luke's health system,stlukesonline.org,hospital & health care,linkedin.com/company/stlukeshealthsystem,863,college-of-southern-idaho,college of southern idaho,csi.edu,higher education,linkedin.com/company/college-of-southern-idaho,428,chobani,chobani,chobani.com,food & beverages,linkedin.com/company/chobani,310,twin-falls-school-district-411,twin falls school district 411,trialtechllc.com,education management,linkedin.com/company/twin-falls-school-district-411,245,cable-one,cable one,cableone.net,telecommunications,linkedin.com/company/cable-one,142,city-of-twin-falls,city of twin falls,tfid.org,government administration,linkedin.com/company/city-of-twin-falls,111,glanbianutritionals,glanbia nutritionals,glanbianutritionals.com,food production,linkedin.com/company/glanbianutritionals,104,bankfirstfed,"first federal savings bank, twin falls, idaho",bankfirstfed.com,banking,linkedin.com/company/bankfirstfed,97,clif-bar-&-company,clif bar & company,clifbar.com,consumer goods,linkedin.com/company/clif-bar-&-company,82,glanbia,glanbia,glanbia.com,food & beverages,linkedin.com/company/glanbia,69
"tyler, texas",TX,"Tyler, TX",84894,christus-trinity-mother-frances-health-system,christus trinity mother frances health system,christustmf.org,hospital & health care,linkedin.com/company/christus-trinity-mother-frances-health-system,1375,tyler-isd,tyler isd,tylerisd.org,education management,linkedin.com/company/tyler-isd,947,uttyler,human resource specialist,uttyler.edu,higher education,linkedin.com/company/uttyler,940,ut-health-east-texas,ut health east texas,uthealtheasttexas.com,hospital & health care,linkedin.com/company/ut-health-east-texas,920,tyler-junior-college,tyler junior college,tjc.edu,higher education,linkedin.com/company/tyler-junior-college,488,brookshire-grocery-company,brookshire grocery company,brookshires.com,retail,linkedin.com/company/brookshire-grocery-company,486,suddenlink-communications,suddenlink communications,suddenlink.com,telecommunications,linkedin.com/company/suddenlink-communications,381,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,291,university-of-texas-health-science-center-at-tyler,ut health northeast,uthct.edu,hospital & health care,linkedin.com/company/university-of-texas-health-science-center-at-tyler,267,christus-health,christus health,christushealth.org,hospital & health care,linkedin.com/company/christus-health,225
"urban honolulu, hawaii",HI,"Urban Honolulu, HI",324024,us-army,us army,goarmy.com,military,linkedin.com/company/us-army,5874,us-navy,us navy,navy.com,military,linkedin.com/company/us-navy,4052,state-of-hawaii,state of hawaii,hawaii.gov,government administration,linkedin.com/company/state-of-hawaii,2910,uhmanoa,"pacific islands ocean observing system, sea grant",hawaii.edu,higher education,linkedin.com/company/uhmanoa,2825,the-queen's-medical-center,the queen's medical center,queens.org,hospital & health care,linkedin.com/company/the-queen's-medical-center,1952,city-and-county-of-honolulu,city and county of honolulu,honolulu.gov,government administration,linkedin.com/company/city-and-county-of-honolulu,1768,united-states-air-force,united states air force,airforce.com,defense & space,linkedin.com/company/united-states-air-force,1758,hawaiian-airlines,hawaiian airlines,hawaiianairlines.com,airlines/aviation,linkedin.com/company/hawaiian-airlines,1632,university-of-hawaii,university of hawai‘i,None,higher education,linkedin.com/company/university-of-hawaii,1443,kaiser-permanente,kaiser permanente,kp.org,hospital & health care,linkedin.com/company/kaiser-permanente,1413
"utica, new york",NY,"Utica, NY",86774,metlife,metlife,metlife.com,insurance,linkedin.com/company/metlife,549,hamilton-college,hamilton college,hamilton.edu,higher education,linkedin.com/company/hamilton-college,439,uticanational,utica national insurance group,uticanational.com,insurance,linkedin.com/company/uticanational,382,faxton-st-luke's-healthcare,faxton st. luke's healthcare,faxtonstlukes.com,hospital & health care,linkedin.com/company/faxton-st-luke's-healthcare,357,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,357,utica-college,utica college,utica.edu,higher education,linkedin.com/company/utica-college,338,mohawkvalley,mohawk valley community college mvcc,mvcc.edu,higher education,linkedin.com/company/mohawkvalley,321,upstate-cerebral-palsy,upstate cerebral palsy,upstatecp.org,individual & family services,linkedin.com/company/upstate-cerebral-palsy,317,bny-mellon,bny mellon,bnymellon.com,financial services,linkedin.com/company/bny-mellon,297,mohawk-valley-health-system,mohawk valley health system,None,hospital & health care,linkedin.com/company/mohawk-valley-health-system,285
"valdosta, georgia",GA,"Valdosta, GA",42166,united-states-air-force,united states air force,airforce.com,defense & space,linkedin.com/company/united-states-air-force,1200,valdosta-state-university,valdosta state university,valdosta.edu,higher education,linkedin.com/company/valdosta-state-university,1037,south-georgia-medical-center,south georgia medical center,sgmc.org,hospital & health care,linkedin.com/company/south-georgia-medical-center,756,valdosta-city-schools,valdosta city schools,gocats.org,education management,linkedin.com/company/valdosta-city-schools,284,gwinnett-county-public-schools,gwinnett county public schools,gcpsjobs.org,primary/secondary education,linkedin.com/company/gwinnett-county-public-schools,159,lowe's-home-improvement,"lowe's companies, inc.",lowes.com,retail,linkedin.com/company/lowe's-home-improvement,151,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,129,city-of-valdosta,city of valdosta,valdostacity.com,public relations and communications,linkedin.com/company/city-of-valdosta,120,elead,elead crm,elead-crm.com,automotive,linkedin.com/company/elead,108,barnes-healthcare-services,barnes healthcare services,barneshc.com,hospital & health care,linkedin.com/company/barnes-healthcare-services,89
"vallejo, california",CA,"Vallejo, CA",155911,kaiser-permanente,kaiser permanente,kp.org,hospital & health care,linkedin.com/company/kaiser-permanente,2461,united-states-air-force,united states air force,airforce.com,defense & space,linkedin.com/company/united-states-air-force,1840,solano-county,solano county,solanocounty.com,government administration,linkedin.com/company/solano-county,942,northbay-healthcare,northbay healthcare,northbay.org,hospital & health care,linkedin.com/company/northbay-healthcare,799,genentech,genentech,gene.com,biotechnology,linkedin.com/company/genentech,589,sutter-health,sutter health,sutterhealth.org,hospital & health care,linkedin.com/company/sutter-health,426,pacific-gas-and-electric-company,pacific gas and electric company,pge.com,utilities,linkedin.com/company/pacific-gas-and-electric-company,340,fairfield-suisun-unified-school-district,fairfield-suisun unified school district,fsusd.org,primary/secondary education,linkedin.com/company/fairfield-suisun-unified-school-district,333,universidad-cesar-vallejo,universidad cesar vallejo,ucvlima.edu.pe,higher education,linkedin.com/company/universidad-cesar-vallejo,271,state-of-california,state of california,stateofcalifornia.gov,government administration,linkedin.com/company/state-of-california,263
